,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,DRtg,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,ORtg,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
11,9.0,.487,18.6,0.0,.000,0.0,2.6,35,4.5,robinda01,10.9,92,9.0,.486,18.6,7.9,.747,10.6,80,80,NBA,2371,4.7,114,4.8,26.0,C,1.8,2000-01,2.8,15.6,SAS
12,7.9,.507,15.6,0.0,,0.0,2.2,36,3.2,robinda01,10.6,95,7.9,.507,15.6,6.2,.681,9.1,78,78,NBA,2303,4.4,114,4.5,22.0,C,2.0,2001-02,2.4,15.0,SAS
13,6.3,.469,13.4,0.0,,0.0,1.9,37,3.5,robinda01,11.0,95,6.3,.469,13.4,4.8,.710,6.8,64,64,NBA,1676,5.2,109,4.0,17.4,C,1.7,2002-03,2.6,16.2,SAS
0,9.7,.555,17.6,0.0,.000,0.2,1.5,23,1.1,robined01,6.0,102,9.7,.549,17.7,2.2,.734,2.9,67,8,NBA,1112,2.5,109,3.1,21.6,SF,2.2,1999-00,1.8,8.5,CHH
1,9.6,.531,18.0,0.1,.500,0.2,2.6,24,1.4,robined01,6.2,99,9.7,.531,18.2,2.9,.727,3.9,67,6,NBA,1201,2.7,111,2.9,22.3,SF,2.2,2000-01,1.9,8.8,CHH
2,8.9,.455,19.6,0.2,.400,0.4,3.0,25,0.9,robined01,4.4,109,9.1,.453,20.1,2.9,.750,3.9,29,12,NBA,653,1.9,95,2.8,21.3,SF,1.9,2001-02,2.9,6.3,CHI
3,5.8,.505,11.4,0.1,.214,0.5,2.5,26,0.5,robined01,4.7,106,5.9,.492,11.9,1.9,.810,2.4,64,18,NBA,1355,2.9,106,4.5,13.8,SF,2.3,2002-03,2.0,7.6,CHI
4,7.9,.486,16.3,0.1,.200,0.3,2.9,27,0.5,robined01,3.9,106,8.0,.482,16.6,1.4,.651,2.2,51,4,NBA,1024,1.4,97,2.9,17.4,SF,1.7,2003-04,2.3,5.3,CHI
0,10.0,.472,21.1,0.5,.267,1.7,6.3,32,0.1,robinfl01,2.8,109,10.4,.457,22.8,2.9,.765,3.8,49,,ABA,779,1.6,104,4.1,24.2,SG,1.3,1973-74,2.8,4.4,SDA
0,9.6,.482,20.0,1.5,.321,4.7,3.4,22,0.4,robingl01,6.0,111,11.1,.451,24.7,6.9,.796,8.7,80,76,NBA,2958,3.0,102,4.1,30.7,SF,2.0,1994-95,5.5,9.0,MIL
1,8.8,.480,18.3,1.5,.342,4.3,4.8,23,0.7,robingl01,6.0,112,10.3,.454,22.6,5.2,.812,6.4,82,82,NBA,3249,2.2,103,3.9,27.2,SF,1.6,1995-96,4.6,8.3,MIL
2,10.4,.482,21.7,1.1,.350,3.1,4.3,24,1.2,robingl01,6.4,108,11.5,.465,24.8,5.0,.791,6.3,80,79,NBA,3114,2.2,102,3.9,29.1,SF,1.8,1996-97,4.6,8.6,MIL
3,11.8,.475,24.9,0.6,.385,1.5,3.7,25,0.8,robingl01,5.2,107,12.4,.470,26.4,5.0,.808,6.2,56,56,NBA,2294,1.9,100,3.8,30.4,SF,1.6,1997-98,4.6,7.1,MIL
4,11.0,.467,23.7,1.1,.392,2.8,3.5,26,1.4,robingl01,7.1,103,12.1,.459,26.4,4.9,.870,5.6,47,47,NBA,1579,2.6,103,4.0,30.2,SF,1.6,1998-99,3.7,9.6,MIL
5,10.7,.493,21.8,1.5,.363,4.2,3.4,27,0.7,robingl01,6.7,109,12.3,.472,26.0,4.0,.802,5.0,81,81,NBA,2909,1.9,103,3.8,30.1,SF,1.4,1999-00,4.0,8.6,MIL
6,11.6,.493,23.6,1.0,.299,3.4,4.7,28,1.1,robingl01,7.4,104,12.7,.468,27.0,4.6,.820,5.7,76,74,NBA,2813,2.3,103,3.5,31.0,SF,1.6,2000-01,4.1,9.7,MIL
7,10.8,.493,22.0,1.3,.326,4.0,3.8,29,0.9,robingl01,7.6,106,12.2,.467,26.0,5.4,.837,6.4,66,63,NBA,2346,1.6,103,3.9,31.0,SF,2.2,2001-02,3.9,9.2,MIL
8,9.1,.456,20.1,1.8,.342,5.4,4.2,30,0.5,robingl01,7.6,106,11.0,.432,25.4,5.5,.876,6.2,69,68,NBA,2591,1.8,98,3.7,29.2,SF,1.9,2002-03,5.1,9.3,ATL
9,9.8,.469,21.0,1.4,.340,4.1,2.3,31,0.4,robingl01,5.8,103,11.2,.448,25.1,4.7,.832,5.6,42,42,NBA,1336,1.9,96,3.9,28.5,SF,1.7,2003-04,4.3,7.7,PHI
10,11.0,.451,24.4,0.7,.333,2.1,2.8,32,1.0,robingl01,6.9,100,11.7,.442,26.5,6.9,.870,7.9,9,0,NBA,157,1.4,106,6.5,30.9,SF,1.4,2004-05,2.4,8.3,SAS
0,4.1,.438,9.3,1.0,.263,3.7,2.1,21,0.2,robingl02,4.6,112,5.0,.388,12.9,3.1,.667,4.6,35,1,NBA,261,2.9,97,2.9,14.1,SG-SF,1.2,2014-15,2.1,7.5,TOT
1,3.3,.389,8.5,0.5,.167,2.8,1.4,21,0.0,robingl02,4.7,115,3.8,.333,11.3,5.6,.750,7.5,25,0,NBA,108,1.9,101,2.4,13.7,SG,1.4,2014-15,1.4,6.6,MIN
2,4.6,.467,9.8,1.3,.308,4.3,2.6,21,0.3,robingl02,4.6,110,5.9,.419,14.1,1.3,.500,2.6,10,1,NBA,153,3.6,94,3.3,14.4,SF,1.0,2014-15,2.6,8.2,PHI
3,5.0,.447,11.1,1.4,.378,3.6,2.5,22,0.9,robingl02,5.5,105,6.4,.430,14.8,2.6,.692,3.8,45,4,NBA,508,1.2,102,2.1,16.7,SF,1.7,2015-16,1.8,6.6,IND
4,3.8,.512,7.5,1.7,.392,4.4,1.6,23,0.7,robingl02,6.6,110,5.5,.467,11.9,1.9,.711,2.7,69,27,NBA,1427,2.0,112,2.2,14.7,SF,1.4,2016-17,1.3,8.6,IND
0,8.4,.463,18.1,,,,5.7,23,0.4,robinja01,4.4,101,8.4,.463,18.1,3.5,.533,6.6,12,,NBA,105,4.0,95,4.0,20.3,SF,2.2,1978-79,4.9,8.4,SEA
1,7.9,.563,14.1,0.0,.000,0.9,0.0,24,2.6,robinja01,1.8,109,7.9,.529,14.9,7.9,.818,9.7,7,,NBA,51,2.6,125,7.0,23.7,SF,2.6,1979-80,1.8,4.4,DET
2,5.0,.333,15.0,0.0,,0.0,0.0,26,0.0,robinja01,0.0,116,5.0,.333,15.0,6.7,1.000,6.7,3,0,NBA,29,5.0,107,1.7,16.7,SF,0.0,1981-82,1.7,5.0,CHI
0,2.3,.150,15.3,0.0,.000,1.5,1.5,27,0.0,robinja03,6.1,94,2.3,.136,16.8,0.0,,0.0,6,0,NBA,72,2.3,39,5.4,4.6,SF,4.6,2000-01,2.3,8.4,MIA
0,5.8,.382,15.3,1.7,.315,5.3,4.9,23,1.1,robinja02,3.2,107,7.5,.365,20.6,3.2,.672,4.8,58,3,NBA,673,2.5,93,5.0,19.9,PG,2.2,1993-94,3.8,5.6,POR
1,6.0,.446,13.3,2.5,.341,7.4,6.0,24,0.4,robinja02,3.0,109,8.5,.409,20.7,2.2,.591,3.7,71,25,NBA,1539,1.4,98,4.7,21.6,PG,1.6,1994-95,4.2,4.4,POR
2,4.0,.438,9.2,3.2,.359,9.0,4.8,25,0.5,robinja02,3.6,107,7.3,.399,18.3,2.8,.659,4.3,76,5,NBA,1627,1.4,102,4.7,20.7,PG,1.1,1995-96,3.5,5.0,POR
3,3.8,.437,8.7,4.1,.382,10.8,5.1,26,0.3,robinja02,3.6,111,7.9,.407,19.5,3.2,.684,4.6,69,5,NBA,1309,1.0,106,5.1,23.1,PG,1.2,1996-97,2.8,4.5,MIN
4,5.1,.438,11.6,3.1,.329,9.5,5.7,27,0.4,robinja02,3.1,114,8.2,.389,21.1,3.2,.720,4.5,70,13,NBA,1231,1.6,98,4.3,22.8,PG,1.6,1997-98,4.1,4.7,LAC
5,4.8,.414,11.7,2.2,.284,7.8,5.9,28,0.8,robinja02,4.6,106,7.0,.362,19.5,2.9,.683,4.3,31,0,NBA,506,1.9,89,6.3,19.3,PG,2.3,1998-99,4.6,6.5,TOT
6,5.9,.456,13.0,1.5,.267,5.7,3.4,28,0.6,robinja02,3.3,110,7.5,.398,18.8,3.8,.741,5.2,14,0,NBA,280,1.9,99,5.6,20.3,PG,2.7,1998-99,3.1,5.2,LAC
7,3.5,.349,10.0,3.0,.295,10.3,8.9,28,1.2,robinja02,6.3,101,6.5,.322,20.3,1.9,.571,3.3,17,0,NBA,226,1.9,80,7.2,18.0,PG,1.9,1998-99,6.5,8.2,MIN
8,2.1,.333,6.2,2.1,.400,5.2,0.0,30,1.0,robinja02,8.2,96,4.1,.364,11.3,0.0,,0.0,6,0,NBA,50,0.0,65,5.2,10.3,PG,4.1,2000-01,4.1,8.2,ORL
0,7.0,.416,16.8,0.0,.000,0.1,4.0,23,0.1,robinla01,2.5,112,7.0,.413,16.9,1.7,.556,3.1,36,10,NBA,425,3.3,91,5.5,15.7,SG,1.8,1990-91,3.1,5.8,TOT
1,6.5,.407,16.1,0.0,,0.0,3.0,23,0.3,robinla01,2.2,112,6.5,.407,16.1,2.2,.533,4.1,24,0,NBA,170,4.1,86,6.3,15.3,SG,2.5,1990-91,4.4,6.3,GSW
2,7.3,.422,17.4,0.0,.000,0.2,4.6,23,0.0,robinla01,2.7,112,7.3,.418,17.6,1.4,.583,2.3,12,10,NBA,255,2.7,95,5.0,16.0,SG,1.4,1990-91,2.1,5.4,WSB
3,8.4,.200,41.8,0.0,,0.0,8.4,24,0.0,robinla01,0.0,115,8.4,.200,41.8,0.0,,0.0,1,0,NBA,6,16.7,65,25.1,16.7,SG,0.0,1991-92,8.4,16.7,BOS
4,8.9,.400,22.3,0.0,.000,1.5,4.5,25,1.5,robinla01,3.0,113,8.9,.375,23.8,4.5,.600,7.4,4,0,NBA,33,1.5,93,0.0,22.3,SG,1.5,1992-93,1.5,4.5,WSB
5,7.4,.667,11.0,1.8,.250,7.4,5.5,26,0.0,robinla01,5.5,94,9.2,.500,18.4,2.8,.375,7.4,6,0,NBA,55,3.7,83,7.4,23.0,SG,6.4,1993-94,9.2,9.2,HOU
6,3.8,.231,16.5,3.8,.500,7.6,1.3,30,0.0,robinla01,12.7,101,7.6,.316,24.2,2.5,1.000,2.5,6,0,NBA,41,2.5,90,0.0,21.6,SF,5.1,1997-98,2.5,15.3,VAN
7,1.9,.338,5.6,3.6,.379,9.6,3.0,33,0.2,robinla01,5.3,105,5.5,.364,15.2,1.7,.875,2.0,34,1,NBA,632,1.9,105,3.8,16.4,PG-SG,2.3,2000-01,2.1,7.2,TOT
8,0.0,,0.0,0.0,,0.0,0.0,33,0.0,robinla01,0.0,115,0.0,,0.0,0.0,,0.0,1,0,NBA,1,0.0,0,0.0,0.0,SG,0.0,2000-01,52.6,0.0,CLE
9,1.9,.338,5.6,3.6,.379,9.6,3.0,33,0.2,robinla01,5.3,105,5.5,.364,15.2,1.7,.875,2.0,33,1,NBA,631,1.9,105,3.8,16.5,PG,2.3,2000-01,2.0,7.2,ATL
10,0.0,.000,10.7,5.4,.500,10.7,0.0,34,0.0,robinla01,10.7,107,5.4,.250,21.4,0.0,,0.0,2,0,NBA,10,0.0,81,5.4,16.1,SG,0.0,2001-02,0.0,10.7,NYK
0,5.9,.411,14.3,2.0,.397,5.0,5.0,21,0.0,robinna01,3.8,112,7.9,.407,19.3,5.2,.752,6.9,72,26,NBA,1544,1.9,103,6.9,22.9,PG,2.0,2005-06,3.9,5.7,NYK
1,5.6,.465,12.1,3.2,.390,8.3,3.5,22,0.2,robinna01,3.8,110,8.9,.434,20.4,4.2,.777,5.4,64,5,NBA,1356,2.1,112,6.2,25.2,PG,2.0,2006-07,2.8,5.9,NYK
2,6.5,.478,13.6,2.7,.332,8.1,5.9,23,0.0,robinna01,4.8,113,9.2,.423,21.8,4.3,.786,5.5,72,17,NBA,1883,1.4,109,5.2,25.4,PG,1.7,2007-08,2.9,6.2,NYK
3,7.3,.504,14.4,2.8,.325,8.7,6.8,24,0.1,robinna01,4.3,111,10.1,.437,23.1,5.6,.841,6.7,74,11,NBA,2209,2.2,113,4.6,28.6,PG,2.1,2008-09,3.1,6.5,NYK
4,5.9,.474,12.5,4.0,.390,10.3,7.5,25,0.2,robinna01,3.8,110,9.9,.436,22.8,2.3,.746,3.1,56,2,NBA,1115,1.3,107,5.4,26.2,PG,2.3,2009-10,3.4,5.1,TOT
5,7.0,.505,13.9,3.6,.375,9.5,7.8,25,0.3,robinna01,3.4,113,10.6,.452,23.4,2.9,.778,3.8,30,2,NBA,733,1.6,109,4.6,27.7,PG,1.9,2009-10,3.7,5.0,NYK
6,3.7,.386,9.6,4.9,.414,11.9,7.0,25,0.0,robinna01,4.5,104,8.6,.401,21.5,1.1,.615,1.8,26,0,NBA,382,0.7,104,6.9,23.3,PG,3.0,2009-10,2.7,5.2,BOS
7,4.5,.483,9.2,3.4,.325,10.5,5.8,26,0.2,robinna01,3.9,104,7.9,.399,19.7,1.9,.818,2.3,59,11,NBA,1013,0.8,96,6.0,21.0,PG,1.5,2010-11,3.6,4.7,TOT
8,4.5,.491,9.1,3.4,.328,10.4,5.7,26,0.2,robinna01,4.0,104,7.9,.404,19.5,1.8,.825,2.2,55,11,NBA,983,0.8,96,5.8,21.0,PG,1.6,2010-11,3.6,4.8,BOS
9,3.5,.286,12.1,3.5,.250,13.8,10.4,26,0.0,robinna01,1.7,115,6.9,.267,25.9,5.2,.750,6.9,4,0,NBA,30,0.0,90,13.8,22.4,PG,0.0,2010-11,3.5,1.7,OKC
10,6.1,.459,13.2,2.9,.365,7.9,10.1,27,0.1,robinna01,3.7,110,8.9,.424,21.1,4.1,.832,4.9,51,9,NBA,1192,0.7,110,5.1,24.9,PG,2.6,2011-12,3.3,4.4,GSW
11,6.6,.450,14.8,3.6,.405,9.0,9.2,28,0.3,robinna01,4.0,105,10.3,.433,23.7,3.5,.799,4.4,82,23,NBA,2086,0.7,108,5.3,27.7,PG,2.2,2012-13,3.7,4.7,CHI
12,6.0,.463,12.9,3.3,.377,8.7,6.3,29,0.2,robinna01,3.4,110,9.3,.428,21.6,4.0,.835,4.8,44,1,NBA,866,1.2,109,5.2,25.8,PG,2.0,2013-14,3.3,4.6,DEN
13,4.8,.399,12.1,2.6,.277,9.5,8.2,30,0.3,robinna01,2.8,111,7.5,.345,21.6,2.6,.674,3.9,42,1,NBA,591,1.4,97,6.4,20.2,PG,1.7,2014-15,2.5,4.2,TOT
14,5.0,.420,12.0,2.6,.261,9.9,8.3,30,0.3,robinna01,2.7,112,7.6,.348,21.9,2.8,.650,4.3,33,1,NBA,465,1.5,98,7.3,20.6,PG,1.5,2014-15,2.4,4.2,DEN
15,4.0,.323,12.5,2.8,.350,8.0,8.0,30,0.0,robinna01,3.2,108,6.8,.333,20.5,2.0,.833,2.4,9,0,NBA,126,1.2,93,3.2,18.5,PG,2.4,2014-15,3.2,4.4,LAC
16,0.0,,0.0,0.0,.000,2.2,8.6,31,0.0,robinna01,0.0,113,0.0,.000,2.2,0.0,,0.0,2,1,NBA,23,0.0,121,10.8,0.0,PG,2.2,2015-16,0.0,0.0,NOP
0,10.7,.395,27.2,0.3,.091,3.5,6.6,22,0.6,robinol01,3.5,109,11.1,.361,30.7,9.5,.667,14.2,35,0,NBA,147,1.9,96,5.7,31.9,SG,1.3,1982-83,4.1,5.4,SAS
0,7.2,.443,16.2,0.0,.000,0.0,2.0,22,0.4,robinro01,7.3,108,7.2,.442,16.3,2.0,.671,3.0,62,,ABA,1170,4.3,97,5.1,16.4,PF,0.8,1973-74,2.8,11.6,TOT
1,7.3,.411,17.7,0.0,,0.0,1.9,22,0.3,robinro01,7.3,106,7.3,.411,17.7,2.8,.667,4.3,22,,ABA,308,2.8,88,5.2,17.4,PF,1.3,1973-74,3.6,10.1,UTS
2,7.2,.456,15.7,0.0,.000,0.1,2.1,22,0.4,robinro01,7.4,109,7.2,.454,15.8,1.7,.674,2.6,40,,ABA,862,4.8,101,5.0,16.0,PF,0.7,1973-74,2.5,12.1,MMT
3,8.5,.474,18.0,0.0,,0.0,1.9,23,0.0,robinro01,8.0,105,8.5,.474,18.0,1.9,.667,2.8,10,,ABA,102,4.7,96,6.6,18.9,PF,2.4,1974-75,3.3,12.8,MMS
0,7.7,.459,16.7,0.1,.182,0.8,9.5,24,0.6,robinru01,3.7,111,7.8,.446,17.5,3.4,.588,5.8,47,16,NBA,674,1.4,94,4.7,19.1,PG,2.3,1990-91,5.5,5.1,ATL
1,8.6,.472,18.2,0.8,.327,2.3,9.9,25,0.5,robinru01,3.4,110,9.3,.456,20.5,3.9,.636,6.1,81,64,NBA,2220,1.4,102,3.9,23.3,PG,2.3,1991-92,4.6,4.8,ATL
2,7.9,.430,18.4,0.6,.357,1.8,10.2,26,0.4,robinru01,3.5,105,8.5,.423,20.1,3.5,.574,6.1,80,28,NBA,1585,1.5,98,5.3,21.2,PG,3.0,1992-93,4.4,5.0,NJN
3,5.9,.356,16.7,1.0,.400,2.5,8.0,27,0.4,robinru01,3.3,108,6.9,.362,19.2,1.6,.448,3.7,31,0,NBA,396,0.8,80,6.1,16.5,PG,2.3,1993-94,5.4,4.0,TOT
4,5.8,.337,17.4,1.2,.467,2.5,7.5,27,0.5,robinru01,3.3,106,7.0,.353,19.9,1.7,.500,3.3,17,0,NBA,301,0.7,84,5.5,16.9,PG,2.5,1993-94,4.2,4.0,NJN
5,6.2,.429,14.5,0.5,.200,2.6,9.3,27,0.0,robinru01,3.1,112,6.7,.394,17.1,1.6,.333,4.7,14,0,NBA,95,1.0,69,7.8,15.5,PG,1.6,1993-94,9.3,4.1,CHH
6,4.5,.437,10.3,2.2,.380,5.7,10.3,29,0.4,robinru01,4.3,105,6.7,.416,16.0,2.4,.647,3.7,43,14,NBA,715,1.4,100,5.7,17.9,PG,1.9,1995-96,5.2,5.7,POR
7,5.0,.444,11.2,1.9,.321,5.8,7.5,30,0.2,robinru01,4.2,105,6.8,.402,17.0,2.7,.743,3.6,54,3,NBA,508,0.6,96,6.2,18.2,PG,2.5,1996-97,4.4,4.9,TOT
8,4.6,.440,10.4,2.5,.261,9.6,5.4,30,0.8,robinru01,3.3,106,7.1,.354,20.1,2.1,.625,3.3,15,3,NBA,126,0.8,86,5.0,18.8,PG,2.1,1996-97,4.6,4.2,LAL
9,7.7,.542,14.2,1.8,.300,5.9,4.7,30,0.0,robinru01,3.6,114,9.5,.471,20.1,0.6,.250,2.4,12,0,NBA,87,0.6,96,4.7,21.3,PG,0.6,1996-97,3.0,4.1,PHO
10,4.3,.407,10.6,1.6,.391,4.1,9.3,30,0.0,robinru01,4.8,102,5.9,.402,14.7,3.6,.870,4.1,27,0,NBA,295,0.5,101,7.2,17.0,PG,3.2,1996-97,4.8,5.4,POR
0,6.7,.431,15.4,0.0,.000,0.0,2.2,21,1.3,robinth01,9.3,107,6.7,.430,15.5,2.7,.523,5.3,70,0,NBA,1056,5.9,90,6.0,16.1,PF,2.0,2012-13,4.2,15.2,TOT
1,6.5,.424,15.4,0.0,,0.0,2.3,21,1.3,robinth01,9.2,109,6.5,.424,15.4,2.6,.577,4.5,51,0,NBA,809,5.8,91,6.0,15.6,PF,1.6,2012-13,4.1,15.1,SAC
2,7.1,.455,15.6,0.0,.000,0.2,2.0,21,1.0,robinth01,9.5,101,7.1,.449,15.8,3.2,.421,7.7,19,0,NBA,247,6.1,89,5.9,17.4,PF,3.2,2012-13,4.7,15.6,HOU
3,8.2,.483,16.9,0.0,.000,0.1,2.0,22,1.2,robinth01,11.7,104,8.2,.481,17.0,3.3,.564,5.9,70,0,NBA,873,6.1,102,7.6,19.6,PF,1.3,2013-14,3.3,17.8,POR
4,8.0,.488,16.3,0.0,.000,0.1,2.1,23,1.3,robinth01,13.2,99,8.0,.485,16.5,3.5,.528,6.7,54,4,NBA,798,6.0,98,6.6,19.5,PF,2.0,2014-15,3.7,19.2,TOT
5,6.1,.516,11.9,0.0,,0.0,1.2,23,1.4,robinth01,13.0,98,6.1,.516,11.9,2.7,.438,6.3,32,4,NBA,391,4.3,90,7.0,15.0,PF,2.1,2014-15,4.3,17.3,POR
6,9.7,.473,20.6,0.0,.000,0.2,3.0,23,1.1,robinth01,13.3,100,9.7,.467,20.8,4.3,.603,7.1,22,0,NBA,407,7.6,103,6.2,23.8,PF,2.0,2014-15,3.2,20.9,PHI
7,7.1,.448,15.9,0.0,.000,0.1,2.5,24,2.0,robinth01,12.3,105,7.1,.447,16.0,2.6,.431,6.0,71,7,NBA,917,7.5,94,6.1,16.9,PF,2.1,2015-16,3.8,19.7,BRK
8,9.1,.538,17.0,0.0,.000,0.1,2.7,25,0.8,robinth01,12.1,109,9.1,.536,17.1,2.7,.470,5.7,48,1,NBA,560,7.3,105,6.6,21.0,PF,2.3,2016-17,4.0,19.4,LAL
0,8.7,.486,17.9,,,,1.8,23,1.5,robintr01,9.4,90,8.7,.486,17.9,2.7,.522,5.2,76,,NBA,995,4.3,,6.0,20.1,PF,1.6,1974-75,,13.7,WSB
1,7.9,.454,17.5,,,,2.5,24,2.4,robintr01,9.4,94,7.9,.454,17.5,4.7,.672,7.0,82,,NBA,2055,3.1,,5.4,20.6,PF,0.9,1975-76,,12.5,WSB
2,9.4,.478,19.7,,,,2.3,25,0.6,robintr01,9.5,99,9.4,.478,19.7,5.2,.730,7.1,77,,NBA,2777,4.1,,4.2,24.0,PF,1.1,1976-77,,13.6,TOT
3,9.0,.478,18.8,,,,1.5,25,0.6,robintr01,8.4,99,9.0,.478,18.8,4.4,.677,6.4,41,,NBA,1328,4.1,,4.2,22.4,PF,1.0,1976-77,,12.5,WSB
4,9.8,.478,20.5,,,,3.1,25,0.6,robintr01,10.4,100,9.8,.478,20.5,5.9,.772,7.6,36,,NBA,1449,4.2,,4.1,25.5,PF,1.2,1976-77,,14.6,ATL
5,9.1,.444,20.5,,,,2.1,26,1.0,robintr01,12.1,98,9.1,.444,20.5,4.5,.640,7.0,82,,NBA,3638,3.6,96,3.2,22.7,PF,0.9,1977-78,3.7,15.7,NOJ
6,9.9,.491,20.1,,,,2.0,27,1.3,robintr01,10.6,103,9.9,.491,20.1,5.6,.701,8.1,69,,NBA,2537,3.4,101,3.6,25.4,PF,0.8,1978-79,4.1,14.0,TOT
7,9.9,.485,20.3,,,,1.8,27,1.6,robintr01,10.9,103,9.9,.485,20.3,6.1,.723,8.4,43,,NBA,1781,3.5,104,3.2,25.8,PF,0.7,1978-79,3.5,14.3,NOJ
8,9.9,.508,19.5,,,,2.3,27,0.7,robintr01,9.9,102,9.9,.508,19.5,4.6,.642,7.2,26,,NBA,756,3.3,95,4.4,24.4,PF,1.0,1978-79,5.3,13.2,PHO
9,9.2,.512,18.0,0.0,,0.0,2.4,28,1.0,robintr01,9.4,102,9.2,.512,18.0,5.5,.667,8.2,82,,NBA,2710,3.6,102,4.4,23.9,PF,1.0,1979-80,4.2,13.0,PHO
10,9.6,.505,19.0,0.0,,0.0,3.1,29,0.6,robintr01,8.5,100,9.6,.505,19.0,3.7,.629,5.9,82,,NBA,3088,3.2,103,3.3,22.9,PF,1.0,1980-81,3.7,11.7,PHO
11,10.2,.513,19.8,0.0,1.000,0.0,3.1,30,0.5,robintr01,9.1,103,10.2,.513,19.8,4.5,.687,6.5,74,72,NBA,2745,3.5,106,3.8,24.8,PF,0.7,1981-82,3.5,12.7,PHO
12,6.6,.462,14.4,0.0,,0.0,3.0,31,0.5,robintr01,9.3,99,6.6,.462,14.4,2.4,.587,4.1,81,76,NBA,2426,4.1,93,4.9,15.7,PF,1.2,1982-83,3.9,13.4,NYK
13,6.4,.489,13.2,0.0,,0.0,2.1,32,0.6,robintr01,8.5,103,6.4,.489,13.2,3.0,.646,4.7,65,63,NBA,2135,3.9,98,4.9,15.9,PF,1.0,1983-84,3.6,12.4,NYK
14,2.8,.400,6.9,0.0,,0.0,4.1,33,4.1,robintr01,4.1,106,2.8,.400,6.9,0.0,.000,2.8,2,1,NBA,35,8.3,69,4.1,5.5,PF,2.8,1984-85,6.9,12.4,NYK
0,7.0,.465,15.0,0.0,.000,0.2,3.3,22,0.7,robinwa01,5.3,106,7.0,.460,15.2,5.2,.729,7.1,81,,NBA,1592,3.5,98,5.5,19.2,PF,1.4,1980-81,4.4,8.8,DET
0,8.4,.419,20.0,0.0,.000,0.3,6.7,24,0.5,robinwi01,2.6,108,8.4,.413,20.3,2.9,.851,3.4,45,,ABA,956,1.4,91,6.2,19.6,SG,2.6,1973-74,4.6,4.0,MMT
0,7.8,.459,17.1,,,,2.1,23,0.3,robinbi01,7.8,97,7.8,.459,17.1,5.0,.732,6.8,75,,NBA,1327,4.4,,9.9,20.6,PF,2.7,1975-76,,12.1,KCK
1,8.7,.453,19.2,,,,2.7,24,0.4,robinbi01,8.8,97,8.7,.453,19.2,4.5,.736,6.1,75,,NBA,1594,4.6,,8.0,21.9,PF,2.4,1976-77,,13.4,KCK
2,7.7,.451,17.2,,,,1.8,25,0.3,robinbi01,9.3,100,7.7,.451,17.2,5.2,.760,6.9,82,,NBA,1748,4.4,97,7.1,20.7,PF,1.9,1977-78,4.4,13.7,KCK
3,9.4,.548,17.2,,,,2.1,26,0.3,robinbi01,8.6,99,9.4,.548,17.2,3.7,.732,5.1,82,,NBA,2179,4.5,108,7.5,22.5,PF,2.2,1978-79,3.7,13.1,KCK
4,8.8,.501,17.5,0.0,.500,0.0,1.5,27,0.6,robinbi01,8.3,98,8.8,.501,17.5,4.9,.730,6.6,81,,NBA,1917,4.5,105,7.5,22.4,PF,2.6,1979-80,3.6,12.8,KCK
5,9.4,.477,19.8,0.0,.167,0.1,2.8,28,0.2,robinbi01,8.8,108,9.5,.475,19.9,5.3,.776,6.8,78,,NBA,2016,4.1,100,6.6,24.2,PF,1.8,1980-81,4.5,12.9,TOT
6,7.9,.438,18.1,0.0,,0.0,2.8,28,0.0,robinbi01,5.1,108,7.9,.438,18.1,2.8,.625,4.5,8,,NBA,84,2.3,83,10.8,18.7,PF,2.3,1980-81,5.7,7.4,CLE
7,9.5,.478,19.8,0.0,.167,0.2,2.8,28,0.2,robinbi01,9.0,108,9.5,.476,20.0,5.4,.780,6.9,70,,NBA,1932,4.1,100,6.4,24.4,PF,1.8,1980-81,4.5,13.1,DAL
8,9.3,.446,20.9,0.0,,0.0,3.5,29,0.4,robinbi01,6.2,109,9.3,.446,20.9,4.3,.813,5.3,56,9,NBA,651,4.0,92,11.1,22.9,PF,2.6,1981-82,5.9,10.2,UTA
0,8.5,.473,17.9,0.0,,0.0,2.9,24,1.2,robisda01,9.2,102,8.5,.473,17.9,6.0,.774,7.7,84,,ABA,2469,4.1,116,4.2,22.9,C,0.8,1973-74,1.9,13.3,DNR
1,9.2,.504,18.3,0.0,.000,0.0,3.6,25,1.1,robisda01,8.0,103,9.2,.503,18.3,7.1,.879,8.1,84,,ABA,1899,3.8,122,4.8,25.6,C,1.1,1974-75,2.5,11.8,DNA
2,7.0,.423,16.6,0.0,.000,0.0,2.7,26,1.0,robisda01,8.3,104,7.0,.422,16.7,5.2,.850,6.1,87,,ABA,2789,4.5,111,3.2,19.3,C-PF,1.1,1975-76,1.8,12.8,TOT
3,7.7,.451,17.0,0.0,.000,0.1,2.7,26,1.4,robisda01,9.1,102,7.7,.448,17.1,7.8,.871,9.0,11,,ABA,374,6.5,121,2.2,23.2,PF,0.8,1975-76,2.2,15.6,SDS
4,6.9,.419,16.6,0.0,.000,0.0,2.7,26,0.9,robisda01,8.2,104,6.9,.418,16.6,4.9,.846,5.7,76,,ABA,2415,4.2,110,3.4,18.7,C,1.2,1975-76,1.8,12.4,INA
