,3PAr,AST%,Age,BLK%,BPM,BR_player_id,DBPM,DRB%,DWS,FTr,G,Lg,MP,OBPM,ORB%,OWS,PER,Pos,STL%,Season,TOV%,TRB%,TS%,Tm,USG%,VORP,WS,WS/48
12,.008,15.4,28,0.5,-0.8,adamsdo01,0.4,9.6,0.6,.331,20,ABA,725,-1.2,5.9,0.1,11.6,SF,2.4,1975-76,15.3,7.8,.454,SSL,17.9,0.2,0.8,.050
13,,13.2,28,0.5,-3.3,adamsdo01,0.5,15.4,0.8,.335,56,NBA,704,-3.8,5.8,-0.5,9.1,SF,1.9,1975-76,,10.8,.446,BUF,,-0.2,0.3,.023
14,,12.1,29,0.5,-1.7,adamsdo01,0.4,14.3,1.4,.329,77,NBA,1710,-2.1,7.6,0.2,11.7,SF,1.9,1976-77,,10.9,.466,BUF,,0.1,1.6,.046
0,.022,10.6,23,,,adamsge01,,15.2,1.2,.266,60,ABA,865,,8.2,1.0,13.8,SF,,1972-73,16.1,11.6,.535,SDA,18.2,,2.2,.120
1,.014,11.3,24,0.8,-0.5,adamsge01,0.3,14.2,1.0,.204,80,ABA,1433,-0.8,7.7,1.2,14.2,SF,1.3,1973-74,17.8,10.8,.531,SDA,17.2,0.6,2.2,.072
2,.005,10.5,25,1.1,-1.4,adamsge01,-0.6,13.0,0.8,.138,75,ABA,1605,-0.8,6.8,1.4,13.9,SF,1.2,1974-75,13.8,9.8,.526,SDA,18.4,0.3,2.3,.068
0,.007,4.5,22,0.6,-3.6,adamsha01,-1.2,9.9,0.5,.267,61,NBA,495,-2.4,8.4,0.5,13.0,SG,1.8,2006-07,12.7,9.2,.577,NJN,16.3,-0.2,1.0,.095
1,.000,2.8,24,1.5,-12.0,adamsha01,-1.3,13.4,0.0,.462,12,NBA,52,-10.6,2.3,-0.2,0.4,SG,1.0,2008-09,20.4,7.9,.352,TOR,17.4,-0.1,-0.2,-0.144
0,.291,10.1,20,2.3,-0.6,adamsjo01,1.2,8.7,0.4,.267,30,NBA,248,-1.8,4.2,0.0,12.8,SG,3.4,2014-15,12.7,6.4,.489,MEM,20.4,0.1,0.4,.073
1,.167,31.9,21,0.0,1.9,adamsjo01,4.8,15.9,0.0,.833,2,NBA,15,-2.9,0.0,0.0,17.3,SG,10.3,2015-16,19.6,7.6,.427,MEM,30.5,0.0,0.0,.015
0,.068,20.3,23,0.4,-7.1,adamsmi01,-1.9,3.2,0.1,.273,18,NBA,139,-5.2,1.6,-0.2,8.0,PG,3.0,1985-86,18.2,2.4,.406,SAC,17.5,-0.2,-0.1,-0.028
1,.260,25.7,24,0.3,0.4,adamsmi01,-0.1,7.0,1.5,.316,63,NBA,1303,0.6,3.0,1.2,14.3,PG,3.1,1986-87,15.3,5.0,.506,WSB,16.3,0.8,2.7,.099
2,.409,22.5,25,0.3,2.2,adamsmi01,0.0,7.2,3.2,.215,82,NBA,2778,2.3,1.5,4.4,15.6,PG,2.8,1987-88,12.4,4.2,.560,DEN,16.2,3.0,7.5,.130
3,.431,22.2,26,0.2,3.2,adamsmi01,-0.6,8.3,2.9,.363,77,NBA,2787,3.8,2.5,5.4,17.5,PG,2.7,1988-89,12.5,5.2,.567,DEN,19.7,3.7,8.3,.143
4,.437,23.3,27,0.1,1.7,adamsmi01,-0.9,7.3,2.5,.317,79,NBA,2690,2.7,1.8,4.4,15.4,PG,2.0,1989-90,11.1,4.4,.542,DEN,18.5,2.5,6.9,.124
5,.397,39.4,28,0.1,4.4,adamsmi01,-2.7,8.8,0.4,.372,66,NBA,2346,7.1,2.1,5.8,22.3,PG,2.6,1990-91,12.7,5.2,.530,DEN,28.5,3.8,6.3,.128
6,.313,31.5,29,0.2,1.7,adamsmi01,-0.8,10.1,2.6,.292,78,NBA,2795,2.5,2.2,2.6,17.1,PG,2.5,1991-92,13.2,6.1,.506,WSB,24.2,2.6,5.3,.090
7,.255,30.6,30,0.1,-0.1,adamsmi01,-1.6,8.6,1.2,.333,70,NBA,2499,1.6,2.3,3.3,15.6,PG,2.0,1992-93,15.5,5.4,.543,WSB,19.2,1.2,4.6,.088
8,.274,29.8,31,0.2,-1.6,adamsmi01,-2.5,7.4,0.2,.387,70,NBA,2337,0.9,1.8,2.9,14.2,PG,2.1,1993-94,17.0,4.6,.520,WSB,18.1,0.2,3.1,.063
9,.547,34.6,32,0.2,0.5,adamsmi01,-2.6,5.9,0.5,.203,29,NBA,443,3.1,1.7,1.1,17.7,PG,2.7,1994-95,13.9,3.9,.583,CHH,19.6,0.3,1.6,.169
10,.494,30.4,33,0.9,-0.8,adamsmi01,-1.9,6.4,0.2,.422,21,NBA,329,1.2,1.8,0.6,16.1,PG,3.3,1995-96,20.3,4.1,.579,CHH,17.0,0.1,0.8,.117
0,.000,4.9,20,3.9,0.3,adamsst01,2.4,17.1,1.9,.735,81,NBA,1197,-2.1,14.1,0.9,11.2,C,1.7,2013-14,22.5,15.6,.541,OKC,11.7,0.7,2.9,.114
1,.005,5.5,21,3.8,0.4,adamsst01,1.8,19.3,2.2,.514,70,NBA,1771,-1.4,12.2,1.9,14.1,C,1.1,2014-15,16.8,15.8,.549,OKC,14.3,1.1,4.1,.111
2,.000,4.3,22,3.3,2.1,adamsst01,1.3,16.1,2.3,.460,80,NBA,2014,0.8,12.5,4.2,15.5,C,1.0,2015-16,14.1,14.4,.621,OKC,12.6,2.1,6.5,.155
3,.002,5.4,23,2.6,0.6,adamsst01,1.2,15.4,3.1,.392,80,NBA,2389,-0.7,13.0,3.3,16.5,C,1.8,2016-17,16.0,14.2,.589,OKC,16.2,1.5,6.5,.130
0,.151,9.1,22,0.6,-4.4,addisra01,-2.4,10.1,0.5,.193,62,NBA,711,-2.1,6.6,-0.1,11.9,SF,1.8,1986-87,13.1,8.4,.500,PHO,23.6,-0.4,0.4,.024
1,.113,8.1,27,1.4,-3.8,addisra01,-1.5,9.3,0.7,.176,76,NBA,1175,-2.3,5.7,0.8,10.9,SF,1.2,1991-92,9.0,7.4,.477,NJN,17.5,-0.5,1.5,.063
2,.083,6.8,28,0.6,-4.6,addisra01,-1.2,8.2,1.0,.170,68,NBA,1164,-3.4,4.2,-0.1,8.4,SF,1.0,1992-93,12.7,6.2,.484,NJN,18.2,-0.8,0.9,.038
3,.142,9.9,30,1.0,-3.4,addisra01,-1.5,11.6,0.6,.169,79,NBA,1776,-1.9,4.4,0.9,11.3,SF,1.5,1994-95,10.8,8.0,.521,DET,17.8,-0.6,1.5,.040
4,.055,9.2,31,1.3,-5.2,addisra01,-1.5,15.6,0.2,.133,53,NBA,516,-3.8,5.8,0.0,9.6,SF,0.9,1995-96,13.4,10.6,.489,CHH,17.7,-0.4,0.2,.019
5,.164,15.5,32,0.6,-4.3,addisra01,-2.5,8.6,0.1,.230,41,NBA,355,-1.8,6.7,0.2,10.6,SF,1.2,1996-97,11.2,7.7,.476,CHH,20.1,-0.2,0.4,.048
0,,20.3,22,,,adelmri01,,,2.1,.454,77,NBA,1448,,,0.2,11.4,PG,,1968-69,,,.450,SDR,,,2.2,.074
1,,18.7,23,,,adelmri01,,,0.9,.368,35,NBA,717,,,-0.2,10.2,PG,,1969-70,,,.453,SDR,,,0.7,.048
2,,21.2,24,,,adelmri01,,,1.9,.412,81,NBA,2303,,,1.5,13.4,PG,,1970-71,,5.3,.484,POR,,,3.4,.071
3,,22.8,25,,,adelmri01,,,0.5,.267,80,NBA,2445,,,1.0,11.5,PG,,1971-72,,4.4,.481,POR,,,1.6,.030
4,,20.4,26,,,adelmri01,,,0.5,.194,76,NBA,1822,,,-0.4,9.5,PG,,1972-73,,4.2,.440,POR,,,0.1,.003
5,,12.4,27,0.1,-3.0,adelmri01,0.8,9.0,0.9,.447,55,NBA,618,-3.8,2.6,-0.3,10.0,PG,2.7,1973-74,,5.8,.447,CHI,,-0.2,0.7,.053
6,,14.7,28,0.4,-2.3,adelmri01,0.5,6.8,1.2,.354,58,NBA,1074,-2.7,2.3,0.2,11.1,PG,2.9,1974-75,,4.5,.474,TOT,,-0.1,1.3,.059
7,,15.4,28,0.2,-2.4,adelmri01,-0.3,6.2,0.4,.375,12,NBA,340,-2.1,1.9,0.1,11.3,PG,2.3,1974-75,,4.0,.470,CHI,,0.0,0.5,.075
8,,15.5,28,0.5,-2.0,adelmri01,0.9,7.1,0.6,.371,28,NBA,613,-2.9,2.1,0.0,11.2,PG,3.4,1974-75,,4.5,.473,NOJ,,0.0,0.6,.047
9,,9.2,28,0.4,-3.2,adelmri01,0.3,6.9,0.1,.179,18,NBA,121,-3.5,5.1,0.1,10.0,PG,2.7,1974-75,,6.0,.497,KCO,,0.0,0.2,.077
0,.000,7.3,24,1.9,-5.1,adrieje01,-1.2,20.7,0.1,.352,23,NBA,196,-3.9,13.0,0.1,11.3,PF,1.0,2010-11,12.6,16.8,.457,GSW,16.1,-0.2,0.2,.051
1,.000,2.4,25,2.4,-7.7,adrieje01,-2.3,31.6,0.1,.750,8,NBA,63,-5.4,9.1,0.1,11.2,PF,0.0,2011-12,8.6,20.3,.493,HOU,16.8,-0.1,0.1,.106
2,.012,8.3,26,3.1,-3.3,adrieje01,-0.2,21.2,0.4,.595,52,NBA,713,-3.0,10.6,0.5,13.4,PF,1.3,2012-13,13.1,15.7,.493,CHA,15.6,-0.2,1.0,.064
3,.000,6.8,27,3.0,-1.1,adrieje01,0.3,24.8,1.1,.433,53,NBA,961,-1.4,11.8,1.6,17.4,PF,1.3,2013-14,10.6,18.2,.553,TOT,17.3,0.2,2.7,.134
4,.000,4.1,27,4.6,0.4,adrieje01,2.9,24.4,0.5,.625,25,NBA,256,-2.5,14.5,0.4,14.9,PF,1.4,2013-14,13.6,19.4,.559,CHA,10.6,0.2,0.9,.170
5,.000,7.7,27,2.4,-1.6,adrieje01,-0.7,25.0,0.6,.400,28,NBA,705,-0.9,10.9,1.2,18.4,PF,1.3,2013-14,10.1,17.7,.552,MIL,19.7,0.1,1.8,.121
6,.000,10.5,28,3.3,-2.2,adrieje01,0.5,29.6,0.2,.864,17,NBA,215,-2.7,11.9,0.2,14.2,PF,0.9,2014-15,12.9,20.5,.494,MIN,14.3,0.0,0.4,.087
0,.199,8.1,22,0.7,-1.6,afflaar01,0.6,12.5,1.4,.361,75,NBA,970,-2.3,4.4,0.5,10.2,SG,1.8,2007-08,10.9,8.4,.494,DET,15.2,0.1,1.9,.092
1,.357,5.5,23,0.8,-2.4,afflaar01,-0.7,10.1,1.0,.237,74,NBA,1234,-1.7,2.8,0.8,8.9,SG,1.3,2008-09,11.5,6.4,.548,DET,14.5,-0.1,1.8,.069
2,.426,9.3,24,1.0,0.3,afflaar01,-0.5,9.9,1.4,.168,82,NBA,2221,0.8,3.1,2.8,10.9,SG,1.0,2009-10,10.5,6.5,.576,DEN,14.0,1.3,4.3,.092
3,.396,10.9,25,1.0,2.1,afflaar01,-0.2,9.9,1.4,.260,69,NBA,2324,2.4,2.3,4.8,13.6,SG,0.7,2010-11,9.2,6.2,.620,DEN,14.8,2.4,6.2,.128
4,.316,11.1,26,0.5,0.8,afflaar01,-1.6,8.5,0.6,.353,62,NBA,2086,2.5,2.3,4.7,14.7,SG,0.9,2011-12,9.5,5.5,.584,DEN,19.1,1.5,5.3,.121
5,.265,14.6,27,0.4,-2.3,afflaar01,-2.0,10.3,0.5,.246,64,NBA,2307,-0.3,1.4,1.5,13.0,SF,0.9,2012-13,12.1,5.8,.527,ORL,22.5,-0.2,2.0,.042
6,.297,16.9,28,0.1,-0.6,afflaar01,-2.3,10.2,1.0,.332,73,NBA,2552,1.7,1.4,4.3,16.0,SG,0.7,2013-14,11.2,5.8,.574,ORL,23.3,0.9,5.3,.099
7,.377,8.2,29,0.2,-1.8,afflaar01,-1.3,9.7,1.0,.224,78,NBA,2502,-0.5,1.1,1.6,10.7,SG,0.8,2014-15,10.7,5.3,.533,TOT,19.0,0.1,2.6,.050
8,.370,9.3,29,0.2,-1.6,afflaar01,-1.6,10.2,0.4,.230,53,NBA,1750,0.0,1.3,1.4,11.7,SG,0.9,2014-15,10.3,5.6,.533,DEN,19.9,0.2,1.8,.050
9,.396,5.5,29,0.2,-2.3,afflaar01,-0.8,8.5,0.5,.207,25,NBA,752,-1.5,0.9,0.2,8.2,SG,0.6,2014-15,11.8,4.8,.533,POR,16.7,-0.1,0.8,.049
10,.298,9.9,30,0.3,-2.4,afflaar01,-1.8,11.0,0.9,.164,71,NBA,2371,-0.6,1.1,1.8,10.9,SG,0.5,2015-16,8.7,6.1,.531,NYK,17.9,-0.2,2.7,.055
11,.360,7.4,31,0.3,-3.5,afflaar01,-2.1,8.4,0.2,.221,61,NBA,1580,-1.4,0.7,1.2,8.9,SG,0.7,2016-17,8.4,4.6,.559,SAC,14.4,-0.6,1.4,.043
0,.214,5.0,22,1.1,-9.3,agerma01,-1.8,11.0,0.2,.471,32,NBA,214,-7.5,0.6,-0.5,2.9,SG,1.0,2006-07,15.1,5.9,.408,DAL,21.7,-0.4,-0.3,-0.060
1,.292,8.0,23,0.4,-11.3,agerma01,-4.5,6.3,0.0,.185,26,NBA,165,-6.8,2.8,-0.4,1.8,SG,0.0,2007-08,7.9,4.6,.363,TOT,21.3,-0.4,-0.4,-0.114
2,.296,7.4,23,1.0,-13.1,agerma01,-3.5,4.4,0.0,.222,12,NBA,77,-9.6,1.6,-0.3,-4.4,SG,0.0,2007-08,9.2,3.0,.253,DAL,19.8,-0.2,-0.3,-0.181
3,.289,8.4,23,0.0,-9.8,agerma01,-5.4,7.9,0.0,.158,14,NBA,88,-4.4,3.9,-0.1,7.1,SG,0.0,2007-08,6.9,5.9,.443,NJN,22.7,-0.2,-0.1,-0.056
4,.140,5.3,24,1.7,-12.8,agerma01,-4.3,8.7,0.0,.186,20,NBA,97,-8.5,3.6,-0.3,2.2,SG,0.6,2008-09,7.9,6.1,.365,NJN,24.4,-0.3,-0.3,-0.133
5,.364,6.0,26,0.0,-6.3,agerma01,-3.6,7.9,0.0,.000,4,NBA,29,-2.7,0.0,0.0,10.1,SG,1.7,2010-11,26.7,3.8,.682,MIN,22.0,0.0,0.0,-0.015
0,.087,18.6,22,0.9,0.1,aguirma01,-1.7,12.9,0.8,.301,51,NBA,1468,1.8,6.7,1.0,17.3,SF,1.2,1981-82,12.7,9.7,.514,DAL,29.8,0.8,1.9,.061
1,.048,18.2,23,0.5,1.7,aguirma01,-2.0,12.5,1.0,.371,81,NBA,2784,3.6,7.3,5.9,20.5,SF,1.3,1982-83,12.4,9.8,.535,DAL,30.0,2.6,6.9,.118
2,.032,21.0,24,0.4,3.3,aguirma01,-1.7,12.3,2.0,.352,79,NBA,2900,5.0,6.4,7.0,23.5,SF,1.3,1983-84,12.3,9.4,.572,DAL,33.4,3.9,9.0,.149
3,.054,15.3,25,0.5,1.7,aguirma01,-1.9,12.5,1.9,.370,80,NBA,2699,3.6,7.8,5.3,21.3,SF,1.1,1984-85,12.2,10.1,.563,DAL,32.2,2.5,7.2,.128
4,.042,20.9,26,0.3,1.5,aguirma01,-1.5,11.6,0.9,.340,74,NBA,2501,3.0,7.9,3.7,19.2,SF,1.2,1985-86,14.2,9.8,.547,DAL,29.0,2.2,4.7,.090
5,.094,15.7,27,0.6,2.8,aguirma01,-1.6,9.8,2.1,.350,80,NBA,2663,4.4,7.5,6.8,22.1,SF,1.5,1986-87,10.6,8.7,.560,DAL,31.3,3.2,8.9,.160
6,.109,18.4,28,1.3,3.1,aguirma01,-1.2,10.3,2.3,.321,77,NBA,2610,4.3,7.7,6.5,21.9,SF,1.3,1987-88,10.2,9.0,.539,DAL,31.6,3.4,8.8,.163
7,.137,17.9,29,0.8,0.5,aguirma01,-1.2,10.0,2.1,.309,80,NBA,2597,1.7,6.4,2.4,16.4,SF,0.9,1988-89,12.6,8.3,.524,TOT,27.4,1.7,4.5,.082
8,.119,21.5,29,1.1,0.1,aguirma01,-1.5,10.3,1.0,.294,44,NBA,1529,1.7,6.6,0.7,17.3,SF,0.9,1988-89,13.0,8.5,.509,DAL,30.5,0.8,1.7,.052
9,.170,12.7,29,0.4,1.1,aguirma01,-0.7,9.6,1.1,.338,36,NBA,1068,1.7,6.2,1.7,15.1,SF,0.8,1988-89,11.8,8.0,.551,DET,23.0,0.8,2.8,.126
10,.104,11.6,30,0.6,0.6,aguirma01,-0.5,10.6,2.5,.283,78,NBA,2005,1.1,6.7,3.1,15.8,SF,0.9,1989-90,10.7,8.7,.544,DET,24.3,1.3,5.7,.136
11,.086,11.6,31,0.6,0.7,aguirma01,-0.3,13.7,2.7,.349,78,NBA,2006,0.9,7.6,2.8,16.7,SF,1.2,1990-91,10.9,10.7,.526,DET,25.7,1.4,5.5,.132
12,.090,13.4,32,0.4,-2.6,aguirma01,-1.0,12.0,2.0,.292,75,NBA,1582,-1.6,4.8,0.1,13.7,SF,1.7,1991-92,10.6,8.4,.479,DET,27.6,-0.2,2.2,.066
13,.197,15.3,33,0.4,-1.5,aguirma01,-1.3,12.0,0.7,.306,51,NBA,1056,-0.3,4.3,1.1,13.7,SF,0.8,1992-93,12.4,8.0,.525,DET,22.2,0.1,1.8,.082
14,.267,18.5,34,0.6,-2.1,aguirma01,-2.1,10.8,0.3,.207,39,NBA,859,0.0,3.5,0.6,13.1,SF,1.2,1993-94,15.6,7.2,.544,LAC,21.6,0.0,0.9,.050
0,.596,17.2,23,0.0,-5.6,ahearbl01,-2.8,12.4,0.1,.544,12,NBA,177,-2.8,0.7,-0.1,9.0,PG,1.8,2007-08,18.5,6.4,.495,MIA,23.2,-0.2,0.0,-0.006
1,.667,16.0,24,0.0,-1.1,ahearbl01,-1.8,6.2,0.0,.333,3,NBA,19,0.6,0.0,0.0,12.9,PG,2.9,2008-09,12.7,3.1,.581,SAS,20.1,0.0,0.1,.149
2,.643,5.2,27,0.0,-16.3,ahearbl01,-6.0,7.7,0.0,.000,4,NBA,30,-10.3,0.0,-0.2,-7.3,PG,0.0,2011-12,26.3,3.8,.357,UTA,28.4,-0.1,-0.2,-0.315
0,.077,19.7,22,0.3,-2.6,aingeda01,-0.1,5.9,0.8,.294,53,NBA,564,-2.6,5.0,-0.3,10.1,SG,3.1,1981-82,17.5,5.5,.439,BOS,21.5,-0.1,0.5,.042
1,.040,16.1,23,0.2,1.1,aingeda01,0.4,6.8,2.4,.135,80,NBA,2048,0.8,4.4,2.8,13.2,SG,2.5,1982-83,11.4,5.6,.519,BOS,16.5,1.6,5.2,.121
2,.061,18.4,24,0.2,-2.4,aingeda01,-0.6,8.3,1.3,.155,71,NBA,1154,-1.8,3.0,0.5,10.4,SG,1.7,1983-84,15.4,5.7,.498,BOS,16.2,-0.1,1.8,.076
3,.071,19.9,25,0.1,1.7,aingeda01,0.4,7.9,2.8,.172,75,NBA,2564,1.3,3.4,3.9,14.2,SG,2.2,1984-85,14.9,5.8,.570,BOS,15.9,2.4,6.6,.124
4,.104,21.3,26,0.2,1.2,aingeda01,0.3,8.1,3.2,.194,80,NBA,2407,0.9,2.3,3.6,13.6,SG,1.9,1985-86,14.5,5.4,.562,BOS,15.2,1.9,6.8,.136
5,.227,21.2,27,0.3,1.7,aingeda01,-0.3,8.0,2.5,.195,71,NBA,2499,2.1,2.4,4.1,15.2,SG,2.0,1986-87,13.3,5.4,.574,BOS,18.0,2.4,6.7,.128
6,.364,22.2,28,0.3,2.9,aingeda01,-1.1,7.0,1.9,.183,81,NBA,3018,3.9,2.5,6.7,15.9,SG,1.9,1987-88,12.6,4.9,.598,BOS,17.3,3.7,8.6,.136
7,.290,25.3,29,0.2,2.3,aingeda01,-1.6,8.7,1.4,.228,73,NBA,2377,4.0,3.3,5.2,18.0,PG,1.9,1988-89,11.1,6.0,.554,TOT,22.6,2.6,6.7,.135
8,.263,23.1,29,0.0,2.0,aingeda01,-1.6,9.8,0.8,.217,45,NBA,1349,3.6,3.2,2.9,17.5,PG,1.9,1988-89,11.3,6.6,.553,BOS,22.4,1.3,3.8,.133
9,.325,28.1,29,0.4,2.8,aingeda01,-1.7,7.1,0.6,.242,28,NBA,1028,4.5,3.5,2.3,18.6,PG,1.9,1988-89,11.0,5.3,.554,SAC,22.9,1.2,2.9,.136
10,.250,25.5,30,0.4,1.6,aingeda01,-0.6,10.6,2.1,.231,75,NBA,2727,2.2,2.9,2.7,16.1,PG,2.1,1989-90,12.7,6.8,.528,SAC,23.0,2.5,4.8,.085
11,.352,23.8,31,0.5,2.8,aingeda01,-0.6,10.2,2.1,.193,80,NBA,1710,3.4,2.9,4.1,17.0,SG,1.8,1990-91,11.4,6.6,.574,POR,20.8,2.1,6.2,.175
12,.340,18.4,32,0.5,1.0,aingeda01,-0.9,7.4,2.0,.194,81,NBA,1595,1.9,2.7,3.1,15.4,SG,2.2,1991-92,8.7,5.1,.534,POR,20.5,1.2,5.2,.155
13,.510,16.5,33,0.2,1.6,aingeda01,-1.3,8.3,1.8,.199,80,NBA,2163,3.0,2.6,4.5,14.3,SG,1.5,1992-93,12.5,5.5,.596,PHO,17.3,2.0,6.2,.139
14,.454,15.9,34,0.3,-1.3,aingeda01,-1.9,7.4,1.0,.175,68,NBA,1555,0.7,2.0,1.9,11.8,SG,1.8,1993-94,12.3,4.7,.524,PHO,17.8,0.3,2.8,.087
15,.507,21.7,35,0.4,-0.4,aingeda01,-2.5,7.0,0.6,.308,74,NBA,1374,2.1,2.1,2.8,14.3,SG,1.7,1994-95,14.2,4.6,.596,PHO,17.6,0.6,3.4,.118
0,.008,4.1,23,,,aitchma01,,,0.5,.312,45,ABA,637,,,0.0,11.9,PF,,1967-68,11.6,11.3,.449,INA,18.6,,0.5,.040
0,.029,2.8,20,2.7,-9.3,ajincal01,-1.2,14.2,0.3,.406,31,NBA,182,-8.1,6.2,-0.3,7.0,PF,2.1,2008-09,12.9,10.2,.430,CHA,24.2,-0.3,-0.1,-0.018
1,.000,0.0,21,2.7,-10.4,ajincal01,-2.0,11.8,0.0,.100,6,NBA,30,-8.5,4.1,-0.1,6.3,C,1.8,2009-10,16.1,8.0,.479,CHA,19.3,-0.1,0.0,-0.013
2,.256,4.8,22,4.2,-3.4,ajincal01,-0.3,21.5,0.4,.135,34,NBA,340,-3.1,5.9,0.0,12.2,C,1.7,2010-11,11.3,13.6,.507,TOT,21.1,-0.1,0.4,.052
3,.219,4.3,22,5.1,-2.1,ajincal01,1.5,18.0,0.1,.094,10,NBA,75,-3.6,8.1,0.0,12.8,C,2.1,2010-11,2.9,13.3,.435,DAL,21.4,0.0,0.1,.084
4,.267,4.9,22,4.0,-3.8,ajincal01,-0.8,22.5,0.2,.149,24,NBA,265,-2.9,5.2,0.0,12.0,C,1.6,2010-11,13.6,13.6,.530,TOR,21.1,-0.1,0.2,.042
5,.004,6.6,25,4.1,-0.7,ajincal01,0.8,22.7,0.9,.269,56,NBA,951,-1.5,11.3,1.2,14.6,C,1.3,2013-14,18.4,16.9,.589,NOP,16.3,0.3,2.1,.104
6,.000,8.2,26,4.0,0.2,ajincal01,0.6,25.0,1.2,.301,68,NBA,957,-0.5,12.4,1.9,19.9,C,1.2,2014-15,15.6,18.7,.595,NOP,21.1,0.5,3.2,.159
7,.003,5.8,27,3.4,-4.5,ajincal01,-0.2,25.9,0.9,.197,59,NBA,861,-4.3,9.3,0.2,13.8,C,1.1,2015-16,13.6,17.3,.514,NOP,20.4,-0.5,1.0,.058
8,.022,3.1,28,3.1,-4.1,ajincal01,1.0,23.8,0.9,.225,39,NBA,584,-5.1,8.3,0.0,12.9,C,1.7,2016-17,13.7,16.0,.529,NOP,17.2,-0.3,1.0,.080
0,,7.4,22,,,akinhe01,,,0.2,.161,50,NBA,453,,,-0.9,8.5,PF,,1966-67,,,.390,NYK,,,-0.7,-0.073
1,,7.0,23,,,akinhe01,,,0.1,.226,36,NBA,259,,,-0.7,6.5,C,,1967-68,,,.372,SEA,,,-0.6,-0.103
2,.500,5.0,24,,,akinhe01,,,0.0,.750,2,ABA,25,,,0.0,-1.3,PF,,1968-69,42.9,7.0,.376,KEN,13.8,,0.0,-0.002
0,.500,19.4,26,0.0,-0.2,akognjo01,-4.9,12.1,0.0,.000,3,NBA,9,4.7,0.0,0.0,15.3,PG,0.0,2012-13,0.0,6.2,.625,DAL,20.3,0.0,0.0,.196
0,.000,4.6,22,2.6,-8.2,alabiso01,0.0,14.4,0.0,.133,12,NBA,59,-8.2,13.7,-0.2,2.0,C,1.8,2010-11,15.9,14.1,.189,TOR,14.3,-0.1,-0.2,-0.142
1,.000,4.1,23,6.0,-4.1,alabiso01,1.5,30.4,0.2,.222,14,NBA,122,-5.6,14.6,0.0,14.2,C,0.9,2011-12,11.2,22.6,.418,TOR,17.2,-0.1,0.2,.083
0,.020,8.9,23,1.4,-3.6,alarima01,-1.5,14.2,0.7,.228,64,NBA,1110,-2.1,6.5,0.7,12.5,PF,0.9,1986-87,10.3,10.1,.516,DEN,18.8,-0.4,1.5,.064
1,.060,7.7,24,0.9,-3.0,alarima01,-1.5,13.2,0.6,.163,63,NBA,769,-1.4,10.1,0.3,11.6,PF,0.6,1987-88,13.5,11.6,.508,WSB,19.9,-0.2,0.9,.058
2,.088,7.8,25,1.1,-1.8,alarima01,-1.0,15.2,1.0,.202,74,NBA,1141,-0.7,9.5,1.2,13.3,PF,1.0,1988-89,11.7,12.2,.531,WSB,18.7,0.1,2.2,.093
3,.062,10.5,26,1.2,-1.0,alarima01,-0.6,12.8,1.6,.169,82,NBA,1893,-0.4,8.5,1.5,14.1,PF,1.5,1989-90,10.7,10.7,.510,WSB,20.4,0.5,3.1,.079
4,.093,11.2,27,0.8,-3.6,alarima01,-1.1,14.2,0.6,.213,42,NBA,587,-2.4,7.6,0.1,11.3,PF,1.3,1990-91,14.0,10.9,.496,WSB,20.3,-0.2,0.6,.050
0,,,23,,,alcorga01,,,0.6,.269,58,NBA,670,,,-1.9,7.6,C,,1959-60,,,.330,DET,,,-1.3,-0.090
1,,,24,,,alcorga01,,,0.2,.200,20,NBA,174,,,-0.2,2.5,C,,1960-61,,,.356,LAL,,,0.0,-0.002
0,.064,8.3,23,2.4,-0.7,aldemfu01,2.0,20.7,0.7,.346,41,NBA,540,-2.7,14.9,0.7,12.0,PF,1.6,2014-15,15.9,17.7,.517,PHI,8.6,0.2,1.4,.122
0,.000,4.0,22,3.6,-0.8,aldrico01,2.6,17.5,0.2,.267,18,NBA,142,-3.4,11.1,0.0,7.0,C,1.8,2010-11,32.3,14.4,.537,OKC,7.9,0.0,0.2,.066
1,.000,2.7,23,6.7,0.3,aldrico01,2.7,21.6,0.4,.333,26,NBA,173,-2.4,9.2,0.3,17.7,C,2.4,2011-12,15.7,15.8,.592,OKC,14.9,0.1,0.6,.176
2,.000,3.4,24,4.6,-4.0,aldrico01,0.7,26.7,0.4,.250,45,NBA,388,-4.8,8.7,0.1,11.1,C,0.7,2012-13,20.6,17.7,.563,TOT,12.7,-0.2,0.6,.070
3,.000,4.1,24,3.2,-4.8,aldrico01,1.0,23.7,0.3,.209,30,NBA,213,-5.7,6.5,-0.1,7.3,C,0.7,2012-13,23.0,15.2,.532,HOU,12.5,-0.1,0.2,.038
4,.000,2.6,24,6.3,-3.1,aldrico01,0.5,30.4,0.2,.297,15,NBA,175,-3.6,11.5,0.2,15.7,C,0.6,2012-13,17.7,20.7,.598,SAC,12.9,-0.1,0.4,.109
5,.000,6.4,25,8.1,1.2,aldrico01,3.8,33.8,0.6,.492,46,NBA,330,-2.6,12.8,0.6,19.1,C,1.3,2013-14,19.5,23.0,.620,NYK,13.0,0.3,1.2,.178
6,.000,13.3,26,5.5,0.9,aldrico01,3.1,28.9,1.4,.213,61,NBA,976,-2.2,11.6,0.8,18.1,C,2.0,2014-15,15.2,20.0,.513,NYK,18.3,0.7,2.2,.107
